 1.0000000000000000E+000, 1.0000000000000000E+000, 0.0000000000000000E+000, 2.4070779186349833E+000,-8.8476082177881922E-007
 1.0185913880541169E+000, 1.0185913880541169E+000, 0.0000000000000000E+000, 2.4070779186349709E+000,-9.0120975355158390E-007
 1.0375284158180125E+000, 1.0375284158180125E+000, 0.0000000000000000E+000, 2.4070779186349580E+000,-9.1796449379801165E-007
 1.0568175092136582E+000, 1.0568175092136582E+000, 0.0000000000000000E+000, 2.4070779186349447E+000,-9.3503072792210634E-007
 1.0764652136298345E+000, 1.0764652136298345E+000, 0.0000000000000000E+000, 2.4070779186349309E+000,-9.5241424702742395E-007
 1.0964781961431846E+000, 1.0964781961431846E+000, 0.0000000000000000E+000, 2.4070779186349176E+000,-9.7012094988217455E-007
 1.1168632477805607E+000, 1.1168632477805607E+000, 0.0000000000000000E+000, 2.4070779186349025E+000,-9.8815684492085681E-007
 1.1376272858234304E+000, 1.1376272858234304E+000, 0.0000000000000000E+000, 2.4070779186348874E+000,-1.0065280522831059E-006
 1.1587773561551256E+000, 1.1587773561551256E+000, 0.0000000000000000E+000, 2.4070779186348714E+000,-1.0252408058904483E-006
 1.1803206356517291E+000, 1.1803206356517291E+000, 0.0000000000000000E+000, 2.4070779186348554E+000,-1.0443014555616663E-006
 1.2022644346174123E+000, 1.2022644346174123E+000, 0.0000000000000000E+000, 2.4070779186348381E+000,-1.0637164691674853E-006
 1.2246161992650479E+000, 1.2246161992650479E+000, 0.0000000000000000E+000, 2.4070779186348203E+000,-1.0834924348253247E-006
 1.2473835142429421E+000, 1.2473835142429421E+000, 0.0000000000000000E+000, 2.4070779186348017E+000,-1.1036360631348540E-006
 1.2705741052085406E+000, 1.2705741052085406E+000, 0.0000000000000000E+000, 2.4070779186347830E+000,-1.1241541894551029E-006
 1.2941958414499850E+000, 1.2941958414499850E+000, 0.0000000000000000E+000, 2.4070779186347631E+000,-1.1450537762239147E-006
 1.3182567385564059E+000, 1.3182567385564059E+000, 0.0000000000000000E+000, 2.4070779186347431E+000,-1.1663419153205156E-006
 1.3427649611378625E+000, 1.3427649611378625E+000, 0.0000000000000000E+000, 2.4070779186347218E+000,-1.1880258304720104E-006
 1.3677288255958475E+000, 1.3677288255958475E+000, 0.0000000000000000E+000, 2.4070779186347000E+000,-1.2101128797046186E-006
 1.3931568029453014E+000, 1.3931568029453014E+000, 0.0000000000000000E+000, 2.4070779186346773E+000,-1.2326105578404807E-006
 1.4190575216890904E+000, 1.4190575216890904E+000, 0.0000000000000000E+000, 2.4070779186346534E+000,-1.2555264990408820E-006
 1.4454397707459257E+000, 1.4454397707459257E+000, 0.0000000000000000E+000, 2.4070779186346285E+000,-1.2788684793967649E-006
 1.4723125024327168E+000, 1.4723125024327168E+000, 0.0000000000000000E+000, 2.4070779186346027E+000,-1.3026444195673947E-006
 1.4996848355023713E+000, 1.4996848355023713E+000, 0.0000000000000000E+000, 2.4070779186345765E+000,-1.3268623874680871E-006
 1.5275660582380703E+000, 1.5275660582380703E+000, 0.0000000000000000E+000, 2.4070779186345495E+000,-1.3515306010079033E-006
 1.5559656316050721E+000, 1.5559656316050721E+000, 0.0000000000000000E+000, 2.4070779186345210E+000,-1.3766574308782385E-006
 1.5848931924611109E+000, 1.5848931924611109E+000, 0.0000000000000000E+000, 2.4070779186344917E+000,-1.4022514033932625E-006
 1.6143585568264835E+000, 1.6143585568264835E+000, 0.0000000000000000E+000, 2.4070779186344606E+000,-1.4283212033831584E-006
 1.6443717232149289E+000, 1.6443717232149289E+000, 0.0000000000000000E+000, 2.4070779186344291E+000,-1.4548756771411580E-006
 1.6749428760264344E+000, 1.6749428760264344E+000, 0.0000000000000000E+000, 2.4070779186343962E+000,-1.4819238354253657E-006
 1.7060823890031205E+000, 1.7060823890031205E+000, 0.0000000000000000E+000, 2.4070779186343616E+000,-1.5094748565163824E-006
 1.7378008287493723E+000, 1.7378008287493723E+000, 0.0000000000000000E+000, 2.4070779186343256E+000,-1.5375380893317882E-006
 1.7701089583174177E+000, 1.7701089583174177E+000, 0.0000000000000000E+000, 2.4070779186342888E+000,-1.5661230565985164E-006
 1.8030177408595653E+000, 1.8030177408595653E+000, 0.0000000000000000E+000, 2.4070779186342510E+000,-1.5952394580842137E-006
 1.8365383433483427E+000, 1.8365383433483427E+000, 0.0000000000000000E+000, 2.4070779186342111E+000,-1.6248971738886698E-006
 1.8706821403657965E+000, 1.8706821403657965E+000, 0.0000000000000000E+000, 2.4070779186341702E+000,-1.6551062677964429E-006
 1.9054607179632430E+000, 1.9054607179632430E+000, 0.0000000000000000E+000, 2.4070779186341276E+000,-1.6858769906918184E-006
 1.9408858775927738E+000, 1.9408858775927738E+000, 0.0000000000000000E+000, 2.4070779186340832E+000,-1.7172197840372451E-006
 1.9769696401118562E+000, 1.9769696401118562E+000, 0.0000000000000000E+000, 2.4070779186340370E+000,-1.7491452834164547E-006
 2.0137242498623835E+000, 2.0137242498623835E+000, 0.0000000000000000E+000, 2.4070779186339895E+000,-1.7816643221434427E-006
 2.0511621788255603E+000, 2.0511621788255603E+000, 0.0000000000000000E+000, 2.4070779186339393E+000,-1.8147879349385492E-006
 2.0892961308540343E+000, 2.0892961308540343E+000, 0.0000000000000000E+000, 2.4070779186338886E+000,-1.8485273616728823E-006
 2.1281390459827065E+000, 2.1281390459827065E+000, 0.0000000000000000E+000, 2.4070779186338354E+000,-1.8828940511823536E-006
 2.1677041048196890E+000, 2.1677041048196890E+000, 0.0000000000000000E+000, 2.4070779186337798E+000,-1.9178996651526288E-006
 2.2080047330188939E+000, 2.2080047330188939E+000, 0.0000000000000000E+000, 2.4070779186337230E+000,-1.9535560820762956E-006
 2.2490546058357750E+000, 2.2490546058357750E+000, 0.0000000000000000E+000, 2.4070779186336630E+000,-1.9898754012836072E-006
 2.2908676527677669E+000, 2.2908676527677669E+000, 0.0000000000000000E+000, 2.4070779186336013E+000,-2.0268699470481606E-006
 2.3334580622809962E+000, 2.3334580622809962E+000, 0.0000000000000000E+000, 2.4070779186335369E+000,-2.0645522727689054E-006
 2.3768402866248697E+000, 2.3768402866248697E+000, 0.0000000000000000E+000, 2.4070779186334712E+000,-2.1029351652299027E-006
 2.4210290467361708E+000, 2.4210290467361708E+000, 0.0000000000000000E+000, 2.4070779186334015E+000,-2.1420316489392782E-006
 2.4660393372343314E+000, 2.4660393372343314E+000, 0.0000000000000000E+000, 2.4070779186333304E+000,-2.1818549905488437E-006
 2.5118864315095721E+000, 2.5118864315095721E+000, 0.0000000000000000E+000, 2.4070779186332563E+000,-2.2224187033558808E-006
 2.5585858869056373E+000, 2.5585858869056373E+000, 0.0000000000000000E+000, 2.4070779186331785E+000,-2.2637365518886233E-006
 2.6061535499988868E+000, 2.6061535499988868E+000, 0.0000000000000000E+000, 2.4070779186330995E+000,-2.3058225565769972E-006
