 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E-050
 1.0000000000000000E-002, 1.0000000000000000E-002, 6.0509406821772353E-008
 2.0000000000000000E-002, 2.0000000000000000E-002, 1.3213429791524224E-007
 2.9999999999999999E-002, 2.9999999999999999E-002, 2.1715152463313990E-007
 4.0000000000000001E-002, 4.0000000000000001E-002, 3.1837280471307163E-007
 5.0000000000000003E-002, 5.0000000000000003E-002, 4.3929222208242528E-007
 6.0000000000000005E-002, 6.0000000000000005E-002, 5.8428048506752335E-007
 7.0000000000000007E-002, 7.0000000000000007E-002, 7.5884220222591769E-007
 8.0000000000000002E-002, 8.0000000000000002E-002, 9.6995838259776814E-007
 8.9999999999999997E-002, 8.9999999999999997E-002, 1.2265445447900423E-006
 9.9999999999999992E-002, 9.9999999999999992E-002, 1.5400660725791135E-006
 1.0999999999999999E-001, 1.0999999999999999E-001, 1.9253679514355483E-006
 1.1999999999999998E-001, 1.1999999999999998E-001, 2.4017973734468964E-006
 1.2999999999999998E-001, 1.2999999999999998E-001, 2.9947271353778251E-006
 1.3999999999999999E-001, 1.3999999999999999E-001, 3.7376283533406960E-006
 1.4999999999999999E-001, 1.4999999999999999E-001, 4.6748970282094938E-006
 1.6000000000000000E-001, 1.6000000000000000E-001, 5.8657162888083577E-006
 1.7000000000000001E-001, 1.7000000000000001E-001, 7.3893428210768868E-006
 1.8000000000000002E-001, 1.8000000000000002E-001, 9.3523532508942356E-006
 1.9000000000000003E-001, 1.9000000000000003E-001, 1.1898589526829399E-005
 2.0000000000000004E-001, 2.0000000000000004E-001, 1.5222822939999129E-005
 2.1000000000000005E-001, 2.1000000000000005E-001, 1.9589543659765073E-005
 2.2000000000000006E-001, 2.2000000000000006E-001, 2.5358816929737619E-005
 2.3000000000000007E-001, 2.3000000000000007E-001, 3.3021883822782031E-005
 2.4000000000000007E-001, 2.4000000000000007E-001, 4.3250199709125669E-005
 2.5000000000000006E-001, 2.5000000000000006E-001, 5.6963001170935409E-005
 2.6000000000000006E-001, 2.6000000000000006E-001, 7.5420413133190601E-005
 2.7000000000000007E-001, 2.7000000000000007E-001, 1.0035174303133312E-004
 2.8000000000000008E-001, 2.8000000000000008E-001, 1.3413221269460474E-004
 2.9000000000000009E-001, 2.9000000000000009E-001, 1.8002628715107759E-004
 3.0000000000000010E-001, 3.0000000000000010E-001, 2.4252240609995429E-004
 3.1000000000000011E-001, 3.1000000000000011E-001, 3.2779284907767550E-004
 3.2000000000000012E-001, 3.2000000000000012E-001, 4.4432430750342107E-004
 3.3000000000000013E-001, 3.3000000000000013E-001, 6.0378017435523419E-004
 3.4000000000000014E-001, 3.4000000000000014E-001, 8.2217515783164475E-004
 3.5000000000000014E-001, 3.5000000000000014E-001, 1.1214666746849498E-003
 3.6000000000000015E-001, 3.6000000000000015E-001, 1.5316945002644888E-003
 3.7000000000000016E-001, 3.7000000000000016E-001, 2.0938267550612800E-003
 3.8000000000000017E-001, 3.8000000000000017E-001, 2.8634880781284694E-003
 3.9000000000000018E-001, 3.9000000000000018E-001, 3.9157378845763461E-003
 4.0000000000000019E-001, 4.0000000000000019E-001, 5.3510026070987303E-003
 4.1000000000000020E-001, 4.1000000000000020E-001, 7.3020972990723472E-003
 4.2000000000000021E-001, 4.2000000000000021E-001, 9.9419329339520308E-003
 4.3000000000000022E-001, 4.3000000000000022E-001, 1.3490930577339048E-002
 4.4000000000000022E-001, 4.4000000000000022E-001, 1.8222341752759594E-002
 4.5000000000000023E-001, 4.5000000000000023E-001, 2.4462756947360682E-002
 4.6000000000000024E-001, 4.6000000000000024E-001, 3.2584514498729934E-002
 4.7000000000000025E-001, 4.7000000000000025E-001, 4.2987252012548632E-002
 4.8000000000000026E-001, 4.8000000000000026E-001, 5.6068193008585142E-002
 4.9000000000000027E-001, 4.9000000000000027E-001, 7.2184833692988934E-002
 5.0000000000000022E-001, 5.0000000000000022E-001, 9.1617865017521907E-002
 5.1000000000000023E-001, 5.1000000000000023E-001, 1.1454377803473101E-001
 5.2000000000000024E-001, 5.2000000000000024E-001, 1.4102399066046978E-001
 5.3000000000000025E-001, 5.3000000000000025E-001, 1.7101162952744361E-001
 5.4000000000000026E-001, 5.4000000000000026E-001, 2.0437156115982122E-001
 5.5000000000000027E-001, 5.5000000000000027E-001, 2.4090661663696364E-001
 5.6000000000000028E-001, 5.6000000000000028E-001, 2.8038356445943768E-001
 5.7000000000000028E-001, 5.7000000000000028E-001, 3.2255479665029080E-001
 5.8000000000000029E-001, 5.8000000000000029E-001, 3.6717422230053770E-001
 5.9000000000000030E-001, 5.9000000000000030E-001, 4.1400760297061601E-001
 6.0000000000000031E-001, 6.0000000000000031E-001, 4.6283839588650361E-001
 6.1000000000000032E-001, 6.1000000000000032E-001, 5.1347035744721103E-001
 6.2000000000000033E-001, 6.2000000000000033E-001, 5.6572801336437351E-001
 6.3000000000000034E-001, 6.3000000000000034E-001, 6.1945584317321067E-001
 6.4000000000000035E-001, 6.4000000000000035E-001, 6.7451677221526085E-001
 6.5000000000000036E-001, 6.5000000000000036E-001, 7.3079035842483364E-001
 6.6000000000000036E-001, 6.6000000000000036E-001, 7.8817091164047182E-001
 6.7000000000000037E-001, 6.7000000000000037E-001, 8.4656568158316869E-001
 6.8000000000000038E-001, 6.8000000000000038E-001, 9.0589318512042549E-001
 6.9000000000000039E-001, 6.9000000000000039E-001, 9.6608170301984109E-001
 7.0000000000000040E-001, 7.0000000000000040E-001, 1.0270679526065922E+000
 7.1000000000000041E-001, 7.1000000000000041E-001, 1.0887959295513989E+000
 7.2000000000000042E-001, 7.2000000000000042E-001, 1.1512159053698683E+000
 7.3000000000000043E-001, 7.3000000000000043E-001, 1.2142835644742902E+000
 7.4000000000000044E-001, 7.4000000000000044E-001, 1.2779592641199191E+000
 7.5000000000000044E-001, 7.5000000000000044E-001, 1.3422074013031349E+000
 7.6000000000000045E-001, 7.6000000000000045E-001, 1.4069958719811761E+000
 7.7000000000000046E-001, 7.7000000000000046E-001, 1.4722956095312292E+000
 7.8000000000000047E-001, 7.8000000000000047E-001, 1.5380801909466173E+000
 7.9000000000000048E-001, 7.9000000000000048E-001, 1.6043255007718034E+000
 8.0000000000000049E-001, 8.0000000000000049E-001, 1.6710094441533583E+000
 8.1000000000000050E-001, 8.1000000000000050E-001, 1.7381117016120458E+000
 8.2000000000000051E-001, 8.2000000000000051E-001, 1.8056135192198011E+000
 8.3000000000000052E-001, 8.3000000000000052E-001, 1.8734975288030453E+000
 8.4000000000000052E-001, 8.4000000000000052E-001, 1.9417475936023940E+000
 8.5000000000000053E-001, 8.5000000000000053E-001, 2.0103486755130135E+000
 8.6000000000000054E-001, 8.6000000000000054E-001, 2.0792867206229708E+000
 8.7000000000000055E-001, 8.7000000000000055E-001, 2.1485485602722667E+000
 8.8000000000000056E-001, 8.8000000000000056E-001, 2.2181218252849892E+000
 8.9000000000000057E-001, 8.9000000000000057E-001, 2.2879948713914127E+000
 9.0000000000000058E-001, 9.0000000000000058E-001, 2.3581567141658653E+000
 9.1000000000000059E-001, 9.1000000000000059E-001, 2.4285969720668503E+000
 9.2000000000000060E-001, 9.2000000000000060E-001, 2.4993058163871851E+000
